"TEP_ID","TEP_Area","TEP_NAME","TEP_Village","TEP_Address","TEP_Phone","TEP_God","TEP_Class","TEP_BuildTime","TEP_ReBuildTime","TEP_FestivalDate","twd97X","twd97Y","wgs84aX","wgs84aY"
"B6F06A6A-D2C9-4358-BC47-2A45CD15D4BB","萬里區","萬里德光佛堂","","新北市萬里區烏塗炭11號","24921811","明明上帝","一貫道","民國79","民國84年","2015-11-15 00:00:00.0","319496.54","2785669.35","121.689479516","25.1779824055"
"0D3789C0-B7E3-438E-816C-2A4BBD7C32B2","永和區","湄聖宮","","新北市永和區安樂路463巷12號","29230744","天上聖母","道教","民國71","民國98年","2015-03-23 00:00:00.0","301878.6","2766432.79","121.513971336526","25.0050276274651"
"83DE3D45-94BB-42D4-B0F7-2B082ABBAAD7","土城區","慈法禪寺","","新北市土城區學府路1段23巷21號6樓(暫厝)","22612276","釋迦牟尼佛","佛教","民國64","民國92~98年","2016-04-08 00:00:00.0","296249.22","2764430.78","121.45813440103","24.9871354899772"
"507CF117-C27E-4F20-B82E-2B138F76E013","新店區","財團法人台灣省台北縣新店市廣照禪寺","廣明里","新北市新店區廣明里中興路一段98號","29111046","釋迦牟尼佛","佛教","民國39","民國58年","null","304581.96","2761478.32","121.540557586793","24.9602036650231"
"1F8DE51A-21D3-4BEC-AFFA-2B1401B30AF5","新店區","咸亨宮","","新北市新店區自由街2號","29173839","福德正神","道教","道光7","民國63年","2015-02-02 00:00:00.0","304072.24","2763160.08","121.535575402213","24.9754048867446"
"C080EF83-3D48-4FFD-8125-2B7828F93E94","五股區","五股玄女宮","","新北市五股區民義路一段220巷21號","22914610","九天玄女","道教","民國57","民國69年","2015-02-15 00:00:00.0","293302.55","2776379.95","121.429321497053","25.0951005907907"
"ADAFF55F-F5E2-4BE0-921E-2BD68D9AE996","三峽區","三峽廣靈廟","","新北市三峽區安坑27之2號","26727178","三山國王","道教","民國83","民國94年","2014-02-25 00:00:00.0","295182.85","2757979.69","121.447360931207","24.92892618599"
"5C4D6542-EEE3-4398-8D59-2C359C6DF7DE","三峽區","福山巖","","新北市三峽區2號","26712479","孚佑帝君","道教","民前2","","null","287258.68","2758543.43","121.368919299","24.9342306127"
"C5AD1E69-A453-420F-B729-2C5C9F32D1BA","雙溪區","聖南寺","","新北市雙溪區聖南30號","24933332","釋迦牟尼佛","佛教","民國16","民國55年","2014-04-08 00:00:00.0","336482.95","2771831.29","121.857117697768","25.0521820837312"
"D848F832-3264-4133-A2D6-2C7C8AF4BEAD","樹林區","淨律寺","","新北市樹林區中山路三段180號","26807361","阿彌陀佛","佛教","民國50","民國64年","2014-04-05 00:00:00.0","289193.57","2762563.09","121.388191202711","24.9704723849009"
"1F836B2D-88E9-4C6E-A222-2CBB20A5D0AD","新店區","濟公慈航寺","","新北市新店區銀河路86號","22171069","濟公","佛教","民國68","0","2015-02-02 00:00:00.0","308628.61","2761434.02","121.580630458006","24.9596528988419"
